"time","country","Y_pc"
2022,SRB,13679.918883675
2022,STP,3436.033885999079
2022,SUR,15749.538795821078
2022,SVK,32571.90278353903
2022,SVN,40374.89257230255
2022,SWE,59157.71828320812
2022,SWZ,7958.1187240657355
2022,SYR,6321.660403372023
2022,TCD,1535.947088290164
2022,TGO,2196.2788612414124
2022,THA,19224.568185276563
2022,TJK,3338.7750987043833
2022,TKM,34662.89521837467
2022,TLS,3169.881474623717
2022,TON,5193.3955093923205
2022,TUN,10514.133349700014
2022,TUR,28739.90465798862
2022,TWN,52738.892617391815
2022,TZA,2393.721256161505
2022,UGA,1940.938907296997
2022,UKR,13308.25560910299
2022,URY,22442.049904832624
2022,USA,66051.49625385413
2022,UZB,12322.822867373428
2022,VCT,11550.432675858185
2022,VNM,8910.66746591799
2022,VUT,5742.855931413419
2022,WSM,5277.552761749555
2022,YEM,1685.356305783005
2022,ZAF,13064.540083817214
2022,ZMB,3511.7235562608034
2022,ZWE,2577.8877616190434
2023,ABW,33581.773256240755
2023,AFG,1939.2858638120306
2023,AGO,7204.292562818992
2023,ALB,12666.124068123903
2023,ARE,80987.80944691169
2023,ARG,24268.56752334102
2023,ARM,12980.526947371589
2023,AUS,56181.230509449335
2023,AUT,59479.27346938234
2023,AZE,20392.193912122686
2023,BDI,696.3718399317087
2023,BEL,53882.11819216186
2023,BEN,3355.6166585050264
2023,BFA,2307.4781208486847
2023,BGD,5301.0311924888565
2023,BGR,25937.39869856814
2023,BHR,52028.61679017012
2023,BHS,37815.45935895696
2023,BIH,12106.776892978505
2023,BLR,24931.429449162843
2023,BLZ,5718.3282645199715
2023,BOL,9120.20681811826
2023,BRA,14986.250396077252
2023,BRB,14898.947838445965
2023,BRN,76151.30984745805
2023,BTN,12474.653561076115
2023,BWA,18669.495355691248
2023,CAF,931.7128731682764
2023,CAN,52950.68704876284
2023,CHE,82419.2976355579
2023,CHL,26581.27636230671
2023,CHN,18392.98036855147
2023,CIV,6674.49618087806
2023,CMR,3861.988672408008
2023,COD,1139.8693299760573
2023,COG,4742.910083572704
2023,COL,14742.303737430202
2023,COM,2971.24091481753
2023,CPV,7368.190626384447
2023,CRI,20731.574453164016
2023,CUB,8766.386137370671
2023,CYP,26656.969291887224
2023,CZE,44248.92977399269
2023,DEU,57276.075083348165
2023,DJI,6060.085983938449
2023,DNK,61648.35598736663
2023,DOM,19522.048027275665
2023,DZA,12142.667217335715
2023,ECU,12165.833973786433
2023,EGY,13149.772296226067
2023,ERI,522.1645030214347
2023,ESP,43434.14175813127
2023,EST,41434.800827478015
2023,ETH,2707.158070696192
2023,FIN,50027.968908601084
2023,FJI,15397.532154517596
2023,FRA,49077.03099278782
2023,GAB,18459.83800048456
2023,GBR,48586.03615261665
2023,GEO,16921.203021965357
2023,GHA,5484.5513340899915
2023,GIN,2022.6233293909654
2023,GMB,2257.723324400003
2023,GNB,1943.4885475440435
2023,GNQ,23835.233812439077
2023,GRC,28588.94508811148
2023,GTM,7642.725705176954
2023,GUY,11375.482088722985
2023,HKG,57837.38388474656
2023,HND,5139.4916690074215
2023,HRV,29202.54267957516
2023,HTI,1674.1516070450064
2023,HUN,36179.84905945116
2023,IDN,13459.430182015789
2023,IND,7750.073254714507
2023,IRL,137414.77122412022
2023,IRN,13933.62642410338
2023,IRQ,13853.60683057192
2023,ISL,62708.63512814513
2023,ISR,47535.20924622992
2023,ITA,43088.70658222906
2023,JAM,8168.570359243903
2023,JOR,10727.37701833334
2023,JPN,42228.852682718396
2023,KAZ,36020.092715726045
2023,KEN,4081.8962771101005
2023,KGZ,4854.44346300807
2023,KHM,5051.458198528826
2023,KOR,47435.71241135507
2023,KWT,65057.814048665605
2023,LAO,7881.375067824039
2023,LBN,15346.826052108265
2023,LBR,1056.6438983573214
2023,LBY,23332.154808537853
2023,LCA,13480.511480767393
2023,LKA,14574.605952706843
2023,LSO,2442.4134988663245
2023,LTU,38677.932437557116
2023,LUX,140557.36483680233
2023,LVA,33441.436223227814
2023,MAC,150627.6013033972
2023,MAR,8760.159014076089
2023,MDA,8243.003814428714
2023,MDG,1529.0137185020583
2023,MDV,22901.96380711067
2023,MEX,20603.97421324914
2023,MKD,17276.194788439167
2023,MLI,2401.544821162117
2023,MLT,54211.62439397084
2023,MMR,5355.893535448699
2023,MNE,20858.04715499751
2023,MNG,14524.774822763166
2023,MOZ,1256.8491490848999
2023,MRT,4808.137198195938
2023,MUS,22282.974059884225
2023,MWI,1111.6179423021122
2023,MYS,31551.986078697104
2023,NAM,8710.165109031464
2023,NER,1156.168303378051
2023,NGA,4631.340901819122
2023,NIC,5323.883907730092
2023,NLD,63368.21081175483
2023,NOR,72105.56145512822
2023,NPL,3424.6640961479534
2023,NZL,47126.74124562308
2023,OMN,32189.08615917164
2023,PAK,5017.99432709055
2023,PAN,34874.4643792219
2023,PER,14303.416007188242
2023,PHL,8774.760372369585
2023,PNG,4944.889678622678
2023,POL,38045.627652542316
2023,PRT,34800.909585337955
2023,PRY,14535.698377654946
2023,PSE,5793.749607570712
2023,PYF,19415.770395935848
2023,QAT,118248.18359150461
2023,ROU,31809.466859985434
2023,RUS,32271.86314381123
2023,RWA,2233.3424626633546
2023,SAU,57302.74348262908
2023,SDN,12792.28360532736
2023,SEN,3266.200184615828
2023,SGP,109316.35993293124
2023,SLB,4262.711528866634
2023,SLE,1445.826677545636
2023,SLV,7153.592934656906
2023,SRB,13613.957772975906
2023,STP,3404.1949562789882
2023,SUR,16152.802263594307
2023,SVK,32838.35708784663
2023,SVN,40758.00220545168
2023,SWE,60668.76212357015
2023,SWZ,7842.153157921976
2023,SYR,6682.890906440998
2023,TCD,1551.2850004069378
2023,TGO,2245.5473865697436
2023,THA,20073.152705742134
2023,TJK,3387.5215299385345
2023,TKM,37894.61996449912
2023,TLS,3475.814696476922
2023,TON,5426.183107914634
2023,TUN,10557.427596973082
2023,TUR,29784.52904169575
2023,TWN,54457.31546099093
2023,TZA,2504.0784511104225
2023,UGA,1958.936356583569
2023,UKR,13526.565377641635
2023,URY,23079.937520519336
2023,USA,67285.57422604537
2023,UZB,12838.714089649715
2023,VCT,11367.669263815556
2023,VNM,9462.949905193207
2023,VUT,6160.417011282657
2023,WSM,5510.970995733468
2023,YEM,1689.988095722674
2023,ZAF,13324.546517365168
2023,ZMB,3702.1584662110618
2023,ZWE,2495.6936648148508
2024,ABW,32705.64345926755
2024,AFG,2058.046540743634
2024,AGO,7245.343484714221
2024,ALB,12744.583999544337
2024,ARE,83419.77708531321
2024,ARG,25003.526150791313
2024,ARM,12848.63346964028
2024,AUS,57551.50420536557
2024,AUT,60590.008014648294
2024,AZE,21237.27608902691
2024,BDI,698.2849200639718
2024,BEL,54793.26165175209
2024,BEN,3484.930712116601
2024,BFA,2404.03090444105
2024,BGD,5553.129027949236
2024,BGR,26933.00604857628
2024,BHR,54093.96229725836
2024,BHS,38116.32189979208
2024,BIH,11652.41636880874
2024,BLR,25992.141146187336
2024,BLZ,5478.697319898117
2024,BOL,9439.925907338322
2024,BRA,15172.138728700125
2024,BRB,14311.540259604508
2024,BRN,78100.9377921348
2024,BTN,13047.334899577436
2024,BWA,19200.857408626685
2024,CAF,928.8655824444486
2024,CAN,53990.82424863752
2024,CHE,84684.99165683312
2024,CHL,27523.948977183467
2024,CHN,19530.66727295763
2024,CIV,7254.592004295322
2024,CMR,4021.8575594487165
2024,COD,1203.8336282603987
2024,COG,4885.086570521195
2024,COL,15109.485047453589
2024,COM,2951.7908379115192
2024,CPV,7502.499194970072
2024,CRI,21269.763457094752
2024,CUB,9098.111250224461
2024,CYP,26316.20436523021
2024,CZE,45450.77961303526
2024,DEU,58637.38129670055
2024,DJI,5962.261116061766
2024,DNK,63029.63781408357
2024,DOM,20112.851749610185
2024,DZA,12435.383955243136
2024,ECU,12526.468845645943
2024,EGY,13887.520612677135
2024,ERI,532.6372684623375
2024,ESP,43909.44522678698
2024,EST,42828.98963239366
2024,ETH,2818.154458731838
2024,FIN,50881.42585051766
2024,FJI,15980.297745350232
2024,FRA,49851.50969024273
2024,GAB,19232.780448256686
2024,GBR,49358.41706920895
2024,GEO,17643.03176162168
2024,GHA,5580.101633300974
2024,GIN,2016.3261404487098
2024,GMB,2332.076806180559
2024,GNB,2058.6217717409672
2024,GNQ,24364.202278421857
2024,GRC,28476.520000916982
2024,GTM,7678.646765821659
2024,GUY,11416.46791354778
2024,HKG,57612.987275549116
2024,HND,5179.741828552053
2024,HRV,29664.72646485641
2024,HTI,1724.7429468308646
2024,HUN,37118.89131233171
2024,IDN,14162.57273583584
2024,IND,8150.44217553516
2024,IRL,144577.49770848177
2024,IRN,14275.627529265188
2024,IRQ,14387.521522688927
2024,ISL,64098.491928732
2024,ISR,48931.87757221082
2024,ITA,43508.381733255046
2024,JAM,7947.0478973693935
2024,JOR,11019.58193517313
2024,JPN,42845.14469218191
2024,KAZ,37823.265911486254
2024,KEN,4168.778110828616
2024,KGZ,4899.8994585982555
2024,KHM,5335.539168038072
2024,KOR,49184.649943129465
2024,KWT,66866.73700827209
2024,LAO,8148.823616667688
2024,LBN,15614.637024811196
2024,LBR,1028.2939611324866
2024,LBY,23878.27204625368
2024,LCA,13070.405113740007
2024,LKA,15225.809932584049
2024,LSO,2413.699037236912
2024,LTU,39099.34888369035
2024,LUX,146056.68089820846
2024,LVA,34016.29973215476
2024,MAC,159077.04942266282
2024,MAR,9185.027730339421
2024,MDA,8181.626102926169
2024,MDG,1576.8140835082936
2024,MDV,23969.859253612514
2024,MEX,21084.08886738527
2024,MKD,17723.263399005074
2024,MLI,2472.6485475209597
2024,MLT,55455.52909521265
2024,MMR,5540.655185435927
2024,MNE,21077.181935307293
2024,MNG,15292.665117997081
2024,MOZ,1310.0556511275918
2024,MRT,5025.380076480282
2024,MUS,22203.011137407997
2024,MWI,1155.0630015276397
2024,MYS,32693.893967803717
2024,NAM,8515.963484726612
2024,NER,1174.0128392632962
2024,NGA,4632.7702797152415
2024,NIC,5465.188181942005
2024,NLD,65070.838120398694
2024,NOR,74110.10117557335
2024,NPL,3568.3198651916246
2024,NZL,48463.384515400154
2024,OMN,32979.48310092436
2024,PAK,5196.5219894095035
2024,PAN,36438.106804448864
2024,PER,14939.038515573324
2024,PHL,9040.638918242836
2024,PNG,5301.08012201552
2024,POL,39356.39562826114
2024,PRT,34944.06111974358
2024,PRY,15347.63227542296
2024,PSE,5770.492977879141
2024,PYF,19775.22180933034
2024,QAT,120308.74315192965
2024,ROU,32749.91694689068
2024,RUS,33379.03240711365
2024,RWA,2316.4379278562874
2024,SAU,58663.21295700655
2024,SDN,13215.816328783456
2024,SEN,3354.5552774264697
2024,SGP,112970.21919726093
2024,SLB,4536.0865833344815
2024,SLE,1430.7330541377737
2024,SLV,6883.240215442938
2024,SRB,13589.23407147555
2024,STP,3404.816453360492
2024,SUR,16599.636401585656
2024,SVK,33203.667171303205
2024,SVN,41180.904345393
2024,SWE,62019.68979038131
2024,SWZ,7790.936008008489
2024,SYR,7029.580026983196
2024,TCD,1585.3504306022571
2024,TGO,2306.6225022549975
2024,THA,20924.123199101046
2024,TJK,3434.7307214762873
2024,TKM,40834.471289150286
2024,TLS,3763.759476009327
2024,TON,5646.090713572124
2024,TUN,10675.342146463847
2024,TUR,30769.909443139313
2024,TWN,55962.42208786837
2024,TZA,2624.23018359756
2024,UGA,1996.5297266072869
2024,UKR,13748.831228631821
2024,URY,23716.420991059047
2024,USA,68370.61568803554
2024,UZB,13361.766872711596
2024,VCT,11185.228484271543
2024,VNM,9995.197469489352
2024,VUT,6539.0045038025655
2024,WSM,5731.247274977411
2024,YEM,1697.5233884340976
2024,ZAF,13611.69758167913
2024,ZMB,3901.103552073475
2024,ZWE,2456.9797004469992
2025,ABW,31986.810701384125
2025,AFG,2166.334609990393
2025,AGO,7270.181249715681
2025,ALB,12839.121157734686
2025,ARE,85277.68760726173
2025,ARG,25725.749414004786
2025,ARM,12820.367376171402
2025,AUS,58686.67967391001
2025,AUT,61594.883295091735
2025,AZE,21895.464134208716
2025,BDI,709.8653464082056
2025,BEL,55674.713000010124
2025,BEN,3625.0436236736664
2025,BFA,2511.41803868129
2025,BGD,5815.610152372966
2025,BGR,27935.384166964315
2025,BHR,55874.030614600975
2025,BHS,38390.093354224475
2025,BIH,11369.067325751488
2025,BLR,27003.189138829275
2025,BLZ,5305.911518639141
2025,BOL,9810.55778285262
2025,BRA,15376.932316817103
2025,BRB,13787.822070399228
2025,BRN,79646.12538738709
2025,BTN,13676.049038240484
2025,BWA,19689.707350490553
2025,CAF,927.9862166775847
2025,CAN,54913.45635866265
2025,CHE,86467.22737681645
