"time","country","l"
2096,POL,23594.0682555225
2096,PRT,7085.2771318212
2096,PRY,8879.04282707454
2096,PSE,12186.886490098
2096,PYF,267.255101245086
2096,QAT,4151.03931597018
2096,ROU,12138.8605634388
2096,RUS,126444.076219587
2096,RWA,33107.1362254537
2096,SAU,42714.8905465117
2096,SDN,138458.301448228
2096,SEN,61471.6475723649
2096,SGP,5746.84590568859
2096,SLB,2335.38415576525
2096,SLE,16672.7689558055
2096,SLV,5022.70725887277
2096,SRB,4407.61751965756
2096,STP,688.641717610538
2096,SUR,624.850090427948
2096,SVK,3885.50632426355
2096,SVN,1682.95266716301
2096,SWE,12882.6516793316
2096,SWZ,2139.15667179468
2096,SYR,36325.8897323107
2096,TCD,60342.3832081448
2096,TGO,26264.9872861523
2096,THA,47335.5874975014
2096,TJK,24891.4066770501
2096,TKM,8477.87046003832
2096,TLS,2391.46721186932
2096,TON,140.583344327947
2096,TUN,13130.8514572148
2096,TUR,87882.3669389614
2096,TWN,16498.8358657287
2096,TZA,273498.278064845
2096,UGA,135378.379536625
2096,UKR,24983.4238453196
2096,URY,3235.72350410912
2096,USA,430031.891396788
2096,UZB,42729.1521377727
2096,VCT,77.6650030712407
2096,VNM,98764.1956975738
2096,VUT,941.878026302679
2096,WSM,312.699294808403
2096,YEM,53830.3110265419
2096,ZAF,79521.6730079556
2096,ZMB,78399.4496937816
2096,ZWE,30933.1960069338
2097,ABW,102.7154477797
2097,AFG,75558.0335092906
2097,AGO,181400.897328796
2097,ALB,1164.58191363154
2097,ARE,12722.0058641632
2097,ARG,57070.1151235651
2097,ARM,2084.38547559624
2097,AUS,42270.0926846251
2097,AUT,8663.62228314114
2097,AZE,9315.94857951501
2097,BDI,49607.1147257465
2097,BEL,12461.5599009293
2097,BEN,46032.8507716977
2097,BFA,81352.1436344401
2097,BGD,155278.766714563
2097,BGR,3666.13431378006
2097,BHR,2277.64871651449
2097,BHS,461.216123445445
2097,BIH,1688.34497252258
2097,BLR,7475.41857671086
2097,BLZ,623.338485638191
2097,BOL,17479.8518189031
2097,BRA,184092.955528948
2097,BRB,218.323635204751
2097,BRN,396.886757361088
2097,BTN,705.730550888131
2097,BWA,4163.64900846868
2097,CAF,11600.0197534012
2097,CAN,56203.5732585419
2097,CHE,10934.5951433657
2097,CHL,17547.8682207797
2097,CHN,1.0811845898526e6
2097,CIV,94360.7316847147
2097,CMR,88368.7069877843
2097,COD,355455.399916337
2097,COG,20402.0420441022
2097,COL,46128.2015377274
2097,COM,2164.98650495062
2097,CPV,612.52447598548
2097,CRI,4874.27875260065
2097,CUB,6842.69867936305
2097,CYP,1311.17829112053
2097,CZE,10243.7425495704
2097,DEU,74717.933509385
2097,DJI,1338.63082969304
2097,DNK,6833.27457132708
2097,DOM,11235.3533593683
2097,DZA,70675.1741123768
2097,ECU,24648.1712398736
2097,EGY,222750.252626845
2097,ERI,8973.60088897099
2097,ESP,33569.12659892
2097,EST,852.328645588064
2097,ETH,292543.770117541
2097,FIN,5263.25039802588
2097,FJI,1076.21323295736
2097,FRA,65641.9390520215
2097,GAB,5781.44491823237
2097,GBR,77798.9623259696
2097,GEO,2577.48903718217
2097,GHA,78032.9439661867
2097,GIN,44475.282703289
2097,GMB,8064.45156675862
2097,GNB,5630.16155790331
2097,GNQ,4450.9058036489
2097,GRC,6674.98383369076
2097,GTM,31407.6319882782
2097,GUY,555.388100398447
2097,HKG,7607.70265380483
2097,HND,14469.8672920895
2097,HRV,2237.60974881965
2097,HTI,14928.0712890214
2097,HUN,6911.31747735331
2097,IDN,323468.959507438
2097,IND,1.46791664730579e6
2097,IRL,5699.88534559769
2097,IRN,99197.7943507609
2097,IRQ,106469.02418143
2097,ISL,355.569106903649
2097,ISR,17904.6122492245
2097,ITA,40561.0316641241
2097,JAM,1873.4739800055
2097,JOR,13762.0980236877
2097,JPN,76141.0272999096
2097,KAZ,27870.7089007816
2097,KEN,124772.906009125
2097,KGZ,10972.536732678
2097,KHM,21600.3683215004
2097,KOR,30186.6680655007
2097,KWT,6150.42366547242
2097,LAO,8588.88584644314
2097,LBN,5789.47515683377
2097,LBR,15288.0309044047
2097,LBY,8092.88837516953
2097,LCA,125.275197676834
2097,LKA,15798.448701404
2097,LSO,2725.48905948503
2097,LTU,1550.29228182482
2097,LUX,971.236829869072
2097,LVA,1129.66739321303
2097,MAC,995.853378093364
2097,MAR,45193.3865391616
2097,MDA,2064.3262940519
2097,MDG,97752.5735446924
2097,MDV,496.72084928415
2097,MEX,143485.540916039
2097,MKD,1277.76212971512
2097,MLI,78996.0060396139
2097,MLT,360.087832356828
2097,MMR,55936.2660223551
2097,MNE,461.879806194787
2097,MNG,5366.56201413217
2097,MOZ,120984.486705791
2097,MRT,16636.0460745214
2097,MUS,845.952217010658
2097,MWI,65449.399826886
2097,MYS,40326.4255512204
2097,NAM,5342.47290138671
2097,NER,159486.634261816
2097,NGA,718376.650822178
2097,NIC,8238.44762132778
2097,NLD,15828.0505937767
2097,NOR,7876.41114811775
2097,NPL,24693.734607539
2097,NZL,5996.83524257853
2097,OMN,7307.15593968789
2097,PAK,403937.648830033
2097,PAN,6455.08622126938
2097,PER,39498.2622282579
2097,PHL,147669.040026533
2097,PNG,19621.485453807
2097,POL,23452.4230037735
2097,PRT,7060.06231764268
2097,PRY,8842.46496265537
2097,PSE,12207.1686790166
2097,PYF,265.815993708723
2097,QAT,4153.87857262741
2097,ROU,12073.1032800565
2097,RUS,126368.652456225
2097,RWA,33183.2500363444
2097,SAU,42593.4036038908
2097,SDN,139419.264442201
2097,SEN,61976.3257799822
2097,SGP,5743.50075966663
2097,SLB,2353.76180005584
2097,SLE,16673.3759337075
2097,SLV,4957.28296222206
2097,SRB,4359.28002538147
2097,STP,693.454842107897
2097,SUR,621.897201744797
2097,SVK,3871.35537443744
2097,SVN,1681.27800240356
2097,SWE,12917.4802647764
2097,SWZ,2140.66540694177
2097,SYR,36270.0833302776
2097,TCD,60715.7625604014
2097,TGO,26434.3922044661
2097,THA,47002.0705619429
2097,TJK,24999.8507616879
2097,TKM,8463.70462964115
2097,TLS,2386.82943526311
2097,TON,139.999126602183
2097,TUN,13091.0290526457
2097,TUR,87451.2284104527
2097,TWN,16438.511106529
2097,TZA,276487.311810466
2097,UGA,135728.64196329
2097,UKR,24839.6953386663
2097,URY,3222.19679305285
2097,USA,430984.223129838
2097,UZB,42614.1108416829
2097,VCT,76.8917816339371
2097,VNM,98430.7837524573
2097,VUT,948.358333741516
2097,WSM,312.048945028651
2097,YEM,53664.8015068697
2097,ZAF,79438.8334018768
2097,ZMB,79174.5657448464
2097,ZWE,30941.249109855
2098,ABW,102.555048171458
2098,AFG,75350.7746730555
2098,AGO,183666.560045046
2098,ALB,1138.59155531031
2098,ARE,12784.3211763338
2098,ARG,56980.767942899
2098,ARM,2069.01491763483
2098,AUS,42471.3599432018
2098,AUT,8668.02728200294
2098,AZE,9274.49520396452
2098,BDI,50035.7200041634
2098,BEL,12471.9748936604
2098,BEN,46421.6074768211
2098,BFA,81961.5962840056
2098,BGD,153972.560129691
2098,BGR,3640.01624888602
2098,BHR,2269.03024038436
2098,BHS,460.849123678005
2098,BIH,1672.43179966897
2098,BLR,7460.13884067926
2098,BLZ,622.370487976222
2098,BOL,17450.1695046377
2098,BRA,182949.132162675
2098,BRB,217.138670302648
2098,BRN,394.538640042195
2098,BTN,699.188918213939
2098,BWA,4164.38620844557
2098,CAF,11610.4737449184
2098,CAN,56452.3540055897
2098,CHE,10969.983773892
2098,CHL,17475.7276450594
2098,CHN,1.07576037826604e6
2098,CIV,95112.0632269228
2098,CMR,88983.2470724253
2098,COD,357633.914984397
2098,COG,20587.0083773981
2098,COL,45823.8898699066
2098,COM,2172.13702720574
2098,CPV,609.652539419263
2098,CRI,4848.70826003031
2098,CUB,6785.13658735795
2098,CYP,1310.4220913722
2098,CZE,10253.8417397639
2098,DEU,74725.4869093078
2098,DJI,1336.30183675523
2098,DNK,6846.45992232884
2098,DOM,11160.5884922717
2098,DZA,70684.9877121876
2098,ECU,24592.9311179533
2098,EGY,223409.939457938
2098,ERI,9002.89717773508
2098,ESP,33448.9399450552
2098,EST,847.431008237035
2098,ETH,293158.853604173
2098,FIN,5260.28859896432
2098,FJI,1072.99286187903
2098,FRA,65593.8484778522
2098,GAB,5807.25620605149
2098,GBR,77883.6370257758
2098,GEO,2556.1939029207
2098,GHA,78357.7451622343
2098,GIN,44734.3023687144
2098,GMB,8101.3165999001
2098,GNB,5655.42385157284
2098,GNQ,4470.72581236966
2098,GRC,6644.30308486926
2098,GTM,31361.7118865827
2098,GUY,546.998644141009
2098,HKG,7620.85601455361
2098,HND,14421.5198336492
2098,HRV,2219.36277221246
2098,HTI,14871.9870836244
2098,HUN,6893.13720348497
2098,IDN,322570.957647678
2098,IND,1.46091967004283e6
2098,IRL,5694.90654939976
2098,IRN,98994.1066113259
2098,IRQ,106881.507014158
2098,ISL,354.808110396908
2098,ISR,17978.6095905055
2098,ITA,40370.7666704469
2098,JAM,1846.29218637659
2098,JOR,13722.6557485982
2098,JPN,75745.0888623843
2098,KAZ,27886.4020958089
2098,KEN,124989.512757463
2098,KGZ,10976.6689320922
2098,KHM,21518.2709119776
2098,KOR,29970.2146751659
2098,KWT,6163.25000980587
2098,LAO,8533.56095690162
2098,LBN,5761.92218388177
2098,LBR,15366.6278376498
2098,LBY,8065.68088371694
2098,LCA,124.204676524549
2098,LKA,15622.0737328989
2098,LSO,2715.43499680765
2098,LTU,1541.50716554238
2098,LUX,975.858525710735
2098,LVA,1124.55549836467
2098,MAC,1001.08043483841
2098,MAR,45030.9626447077
2098,MDA,2046.58821509628
2098,MDG,98482.0386235258
2098,MDV,494.489894491002
2098,MEX,142823.962245875
2098,MKD,1268.22406519067
2098,MLI,79455.5577772196
2098,MLT,359.300836124314
2098,MMR,55723.0083339807
2098,MNE,459.122105092789
2098,MNG,5373.43520287247
2098,MOZ,121865.541718069
2098,MRT,16777.6902928164
2098,MUS,839.689562803108
2098,MWI,65817.3230650048
2098,MYS,40243.5023025735
2098,NAM,5352.82486259465
2098,NER,161286.480391413
2098,NGA,723199.18593843
2098,NIC,8200.25664586696
2098,NLD,15805.2064414305
2098,NOR,7901.8342841007
2098,NPL,24360.7507848656
2098,NZL,6000.67104101018
2098,OMN,7294.04478197486
2098,PAK,403659.182962463
2098,PAN,6450.05322433145
2098,PER,39384.574572833
2098,PHL,147220.479178053
2098,PNG,19675.0784550792
2098,POL,23311.6281088652
2098,PRT,7034.93723698372
2098,PRY,8806.03778341607
2098,PSE,12227.4846228395
2098,PYF,264.384635436982
2098,QAT,4156.7197712991
2098,ROU,12007.7022097054
2098,RUS,126293.273683062
2098,RWA,33259.5388340466
2098,SAU,42472.2621866133
2098,SDN,140386.896952312
2098,SEN,62485.1473626888
2098,SGP,5740.15756080003
2098,SLB,2372.28406201407
2098,SLE,16673.9829337067
2098,SLV,4892.71086307592
2098,SRB,4311.47263911553
2098,STP,698.301606982878
2098,SUR,618.958267691259
2098,SVK,3857.25596213676
2098,SVN,1679.60500406177
2098,SWE,12952.403010212
2098,SWZ,2142.17520619127
2098,SYR,36214.3626619879
2098,TCD,61091.4522645744
2098,TGO,26604.8897570933
2098,THA,46670.9035189743
2098,TJK,25108.7673033325
2098,TKM,8449.56246919172
2098,TLS,2382.20065270529
2098,TON,139.417336691411
2098,TUN,13051.3274189124
2098,TUR,87022.2049869103
2098,TWN,16378.4069129862
2098,TZA,279509.012389662
2098,UGA,136079.810618615
2098,UKR,24696.7936956068
2098,URY,3208.72662944626
2098,USA,431938.663859333
2098,UZB,42499.3792755818
2098,VCT,76.1262582764308
2098,VNM,98098.497352123
2098,VUT,954.883226979499
2098,WSM,311.399947841766
2098,YEM,53499.8008715153
2098,ZAF,79356.0800917734
2098,ZMB,79957.3451774141
2098,ZWE,30949.3043093092
2099,ABW,102.39489904194
2099,AFG,75144.0843564496
2099,AGO,185960.520457831
2099,ALB,1113.18123238012
2099,ARE,12846.9417232428
2099,ARG,56891.5606413741
2099,ARM,2053.75770437613
2099,AUS,42673.5855273179
2099,AUT,8672.4345205763
2099,AZE,9233.22628438542
2099,BDI,50468.02843052
2099,BEL,12482.3985909256
2099,BEN,46813.6473106938
2099,BFA,82575.6146710607
2099,BGD,152677.341368064
2099,BGR,3614.08425281964
2099,BHR,2260.44437601313
2099,BHS,460.482415940314
2099,BIH,1656.66861338469
2099,BLR,7444.89033638817
2099,BLZ,621.403993541624
2099,BOL,17420.537593533
2099,BRA,181812.415705461
2099,BRB,215.96013687013
2099,BRN,392.204414985618
2099,BTN,692.707921937009
2099,BWA,4165.12353894831
2099,CAF,11620.9371576212
2099,CAN,56702.235961271
2099,CHE,11005.4869358806
2099,CHL,17403.883644547
2099,CHN,1.07036337948997e6
2099,CIV,95869.3771208596
2099,CMR,89602.0608363868
2099,COD,359825.781735685
2099,COG,20773.6516283467
2099,COL,45521.585772034
2099,COM,2179.3111662217
2099,CPV,606.794068469464
2099,CRI,4823.27191040163
2099,CUB,6728.05871869678
2099,CYP,1309.6663277492
2099,CZE,10263.950886635
2099,DEU,74733.0410728204
2099,DJI,1333.97689587419
2099,DNK,6859.67071552222
2099,DOM,11086.3211427141
2099,DZA,70694.8026746657
2099,ECU,24537.8147971475
2099,EGY,224071.579986996
2099,ERI,9032.28911066096
2099,ESP,33329.1835922803
2099,EST,842.561513612109
2099,ETH,293775.230325302
2099,FIN,5257.32846660166
2099,FJI,1069.7821271716
2099,FRA,65545.7931357823
2099,GAB,5833.18272848553
2099,GBR,77968.403883685
2099,GEO,2535.07470839619
2099,GHA,78683.8982977525
2099,GIN,44994.8305391566
2099,GMB,8138.3501541936
2099,GNB,5680.79949607163
2099,GNQ,4490.63408014668
2099,GRC,6613.76335636657
2099,GTM,31315.8589232103
2099,GUY,538.735915439031
2099,HKG,7634.03211684565
2099,HND,14373.3339162023
2099,HRV,2201.26459373931
2099,HTI,14816.1135844892
2099,HUN,6875.0047529671
2099,IDN,321675.44878552
2099,IND,1.4539560445992e6
2099,IRL,5689.93210213345
2099,IRN,98790.8371140047
2099,IRQ,107295.587889966
2099,ISL,354.048742590952
2099,ISR,18052.9127527917
2099,ITA,40181.39417793
2099,JAM,1819.50476700254
2099,JOR,13683.3265153619
2099,JPN,75351.2093312314
2099,KAZ,27902.1041272231
2099,KEN,125206.495536824
2099,KGZ,10980.8026876708
2099,KHM,21436.4855334605
2099,KOR,29755.313363056
2099,KWT,6176.10310272088
2099,LAO,8478.59243993944
2099,LBN,5734.50033962416
2099,LBR,15445.6288437252
2099,LBY,8038.56486116356
2099,LCA,123.143303356531
2099,LKA,15447.6678266799
2099,LSO,2705.41802258454
2099,LTU,1532.77183230343
2099,LUX,980.502214203208
2099,LVA,1119.46673551879
2099,MAC,1006.33492747193
2099,MAR,44869.122497645
2099,MDA,2029.00255363684
2099,MDG,99216.9472347588
2099,MDV,492.268959730828
2099,MEX,142165.433962071
2099,MKD,1258.75719910977
2099,MLI,79917.7829132681
2099,MLT,358.515559925121
2099,MMR,55510.5636931135
2099,MNE,456.380869130131
2099,MNG,5380.3171944037
2099,MOZ,122753.012907791
2099,MRT,16920.5405118934
2099,MUS,833.473271542465
2099,MWI,66187.3145804417
2099,MYS,40160.7495690435
2099,NAM,5363.19688251001
2099,NER,163106.638229921
2099,NGA,728054.095220688
2099,NIC,8162.24271232881
2099,NLD,15782.3952593666
2099,NOR,7927.33947977189
2099,NPL,24032.257098169
2099,NZL,6004.50929296088
2099,OMN,7280.95714948259
2099,PAK,403380.909063232
2099,PAN,6445.02415159488
2099,PER,39271.214144032
2099,PHL,146773.280882177
2099,PNG,19728.8178372048
2099,POL,23171.678465743
2099,PRT,7009.90157050409
2099,PRY,8769.76066859806
2099,PSE,12247.8343777438
2099,PYF,262.960984701848
2099,QAT,4159.56291331356
2099,ROU,11942.6554227481
2099,RUS,126217.93987326
2099,RWA,33336.0030208577
2099,SAU,42351.4653119584
2099,SDN,141361.245268006
2099,SEN,62998.1463373232
2099,SGP,5736.81630795541
2099,SLB,2390.95207966773
2099,SLE,16674.5899558039
2099,SLV,4828.97986096215
2099,SRB,4264.18954726708
2099,STP,703.18224735822
2099,SUR,616.033222321168
2099,SVK,3843.20789966268
2099,SVN,1677.93367047944
2099,SWE,12987.4201702025
2099,SWZ,2143.68607029366
2099,SYR,36158.7275957313
2099,TCD,61469.4666163821
2099,TGO,26776.4869913484
2099,THA,46342.0698117299
2099,TJK,25218.1583603315
2099,TKM,8435.4439391395
2099,TLS,2377.58084675371
2099,TON,138.837964506439
2099,TUN,13011.746189749
2099,TUR,86595.2862919268
2099,TWN,16318.5224786454
2099,TZA,282563.7368148
2099,UGA,136431.887847272
2099,UKR,24554.7141592322
2099,URY,3195.31277689676
2099,USA,432895.218255772
2099,UZB,42384.9566055716
2099,VCT,75.3683563577627
2099,VNM,97767.332696914
2099,VUT,961.453012775762
2099,WSM,310.752300434637
2099,YEM,53335.307555836
2099,ZAF,79273.4129877488
2099,ZMB,80747.8637574503
2099,ZWE,30957.3616058422
2100,ABW,102.235
2100,AFG,74937.9609999999
2100,AGO,188283.132
2100,ALB,1088.338
2100,ARE,12909.869
2100,ARG,56802.493
2100,ARM,2038.613
2100,AUS,42876.774
2100,AUT,8676.84399999999
2100,AZE,9192.141
2100,BDI,50904.072
2100,BEL,12492.831
2100,BEN,47208.9979999999
2100,BFA,83194.2330000001
2100,BGD,151393.018
2100,BGR,3588.337
2100,BHR,2251.891
2100,BHS,460.116
2100,BIH,1641.054
2100,BLR,7429.673
2100,BLZ,620.439
2100,BOL,17390.956
2100,BRA,180682.762
2100,BRB,214.788
2100,BRN,389.884
2100,BTN,686.287
2100,BWA,4165.861
2100,CAF,11631.41
2100,CAN,56953.224
2100,CHE,11041.105
2100,CHL,17332.335
2100,CHN,1.064993457e6
2100,CIV,96632.7210000001
2100,CMR,90225.1780000001
2100,COD,362031.082
2100,COG,20961.987
2100,COL,45221.276
2100,COM,2186.509
2100,CPV,603.949000000001
2100,CRI,4797.969
2100,CUB,6671.46100000001
2100,CYP,1308.911
2100,CZE,10274.07
2100,DEU,74740.5959999999
2100,DJI,1331.656
2100,DNK,6872.90699999997
2100,DOM,11012.548
2100,DZA,70704.6190000001
2100,ECU,24482.822
2100,EGY,224735.18
2100,ERI,9061.777
2100,ESP,33209.856
2100,EST,837.72
2100,ETH,294392.903
2100,FIN,5254.37
2100,FJI,1066.581
2100,FRA,65497.7730000001
2100,GAB,5859.22499999998
2100,GBR,78053.2630000001
2100,GEO,2514.13
2100,GHA,79011.409
2100,GIN,45256.876
2100,GMB,8175.553
2100,GNB,5706.28899999999
2100,GNQ,4510.63100000001
2100,GRC,6583.364
2100,GTM,31270.0729999999
2100,GUY,530.598000000001
2100,HKG,7647.231
2100,HND,14325.309
2100,HRV,2183.314
2100,HTI,14760.45
2100,HUN,6856.92
2100,IDN,320782.426
2100,IND,1.447025612e6
2100,IRL,5684.962
2100,IRN,98587.9850000001
2100,IRQ,107711.273
2100,ISL,353.291
2100,ISR,18127.523
2100,ITA,39992.91
2100,JAM,1793.106
2100,JOR,13644.11
2100,JPN,74959.3780000001
2100,KAZ,27917.815
2100,KEN,125423.855
2100,KGZ,10984.938
2100,KHM,21355.011
2100,KOR,29541.953
2100,KWT,6188.98300000001
2100,LAO,8423.97800000001
2100,LBN,5707.20899999999
2100,LBR,15525.036
2100,LBY,8011.53999999999
2100,LCA,122.091
2100,LKA,15275.209
2100,LSO,2695.438
2100,LTU,1524.086
2100,LUX,985.168000000001
2100,LVA,1114.401
2100,MAC,1011.617
2100,MAR,44707.8640000001
2100,MDA,2011.568
2100,MDG,99957.3400000001
2100,MDV,490.058
2100,MEX,141509.942
2100,MKD,1249.361
2100,MLI,80382.6970000001
2100,MLT,357.732
2100,MMR,55298.929
2100,MNE,453.656
2100,MNG,5387.20799999999
2100,MOZ,123646.947
2100,MRT,17064.607
2100,MUS,827.303
2100,MWI,66559.386
2100,MYS,40078.167
2100,NAM,5373.589
2100,NER,164947.337
2100,NGA,732941.596
2100,NIC,8124.405
2100,NLD,15759.617
2100,NOR,7952.92699999999
2100,NPL,23708.193
2100,NZL,6008.35000000002
2100,OMN,7267.893
2100,PAK,403102.827
2100,PAN,6439.999
2100,PER,39158.18
2100,PHL,146327.441
2100,PNG,19782.704
2100,POL,23032.569
2100,PRT,6984.95500000001
2100,PRY,8733.633
2100,PSE,12268.218
2100,PYF,261.545
2100,QAT,4162.408
2100,ROU,11877.961
2100,RUS,126142.651
2100,RWA,33412.643
2100,SAU,42231.012
2100,SDN,142342.356
2100,SEN,63515.357
2100,SGP,5733.47700000001
2100,SLB,2409.767
2100,SLE,16675.197
2100,SLV,4766.079
2100,SRB,4217.425
2100,STP,708.097000000002
2100,SUR,613.122000000001
2100,SVK,3829.211
2100,SVN,1676.264
2100,SWE,13022.532
2100,SWZ,2145.198
2100,SYR,36103.178
2100,TCD,61849.82
2100,TGO,26949.191
2100,THA,46015.553
2100,TJK,25328.0260000001
2100,TKM,8421.34900000001
2100,TLS,2372.97
2100,TON,138.261
2100,TUN,12972.285
2100,TUR,86170.462
2100,TWN,16258.857
2100,TZA,285651.846
2100,UGA,136784.876
2100,UKR,24413.452
2100,URY,3181.955
2100,USA,433853.891
2100,UZB,42270.842
2100,VCT,74.6180000000001
2100,VNM,97437.2860000002
2100,VUT,968.068
2100,WSM,310.106
2100,YEM,53171.32
2100,ZAF,79190.8320000001
2100,ZMB,81546.198
2100,ZWE,30965.421
2101,ABW,102.080140135452
2101,AFG,74738.5697870558
2101,AGO,190564.20390315
2101,ALB,1064.77786615659
2101,ARE,12971.2074437678
2101,ARG,56716.2326461253
2101,ARM,2024.03096560429
2101,AUS,43074.8052676213
2101,AUT,8681.12336977098
2101,AZE,9152.46560767236
2101,BDI,51330.6886546987
2101,BEL,12502.9588943196
2101,BEN,47595.7268204136
2101,BFA,83798.7881495178
2101,BGD,150157.703962136
2101,BGR,3563.5400890611
2101,BHR,2243.62561972879
2101,BHS,459.760859356125
2101,BIH,1626.05058239434
2101,BLR,7414.9423547734
2101,BLZ,619.504409869958
2101,BOL,17362.3105794373
2101,BRA,179593.806208451
2101,BRB,213.657198225289
2101,BRN,387.646513978846
2101,BTN,680.116437688787
2101,BWA,4166.57646387505
2101,CAF,11641.5778121362
2101,CAN,57197.7600472345
2101,CHE,11075.766337975
2101,CHL,17263.2181322726
2101,CHN,1.05981076441801e6
2101,CIV,97379.06022078
2101,CMR,90833.8049755715
2101,COD,364183.333625396
2101,COG,21146.3285482449
2101,COL,44931.8972551554
2101,COM,2193.51395859575
2101,CPV,601.202223035691
2101,CRI,4773.55393393845
2101,CUB,6617.02304038955
2101,CYP,1308.17875463702
2101,CZE,10283.8952169941
2101,DEU,74747.925020196
2101,DJI,1329.40864783219
2101,DNK,6885.77097020108
2101,DOM,10941.4642422008
2101,DZA,70714.1421577287
2101,ECU,24429.5985361861
2101,EGY,225380.778341064
2101,ERI,9090.47363425225
2101,ESP,33094.5226441402
2101,EST,833.050717418154
2101,ETH,294993.305212461
2101,FIN,5251.5019022753
2101,FJI,1063.48519806697
2101,FRA,65451.2275933714
2101,GAB,5884.59878123643
2101,GBR,78135.6659308792
2101,GEO,2493.98148604918
2101,GHA,79330.4167020681
2101,GIN,45512.5404401608
2101,GMB,8211.80472386565
2101,GNB,5731.1247580131
2101,GNQ,4530.11438769884
2101,GRC,6554.01215944916
2101,GTM,31225.7255883664
2101,GUY,522.823462074453
2101,HKG,7660.0560523016
2101,HND,14278.8804806836
2101,HRV,2166.04391386456
2101,HTI,14706.65917527
2101,HUN,6839.42393454146
2101,IDN,319918.59869769
2101,IND,1.44033513596723e6
2101,IRL,5680.14521202786
2101,IRN,98391.62247991
2101,IRQ,108116.049692611
2101,ISL,352.557562771361
2101,ISR,18200.1940432328
2101,ITA,39810.9379706307
2101,JAM,1767.87071910796
2101,JOR,13606.1790030783
2101,JPN,74581.2780313761
2101,KAZ,27933.0631275441
2101,KEN,125635.05969689
2101,KGZ,10988.950763576
2101,KHM,21276.2810762499
2101,KOR,29336.4774505295
2101,KWT,6201.50255481592
2101,LAO,8371.34323562403
2101,LBN,5680.86238760075
2101,LBR,15602.4569326877
2101,LBY,7985.41401393813
2101,LCA,121.078988281682
2101,LKA,15109.7915200634
2101,LSO,2685.79308896077
2101,LTU,1515.70848647905
2101,LUX,989.715348605043
2101,LVA,1109.50947197841
2101,MAC,1016.76750326904
2101,MAR,44552.0054294992
2101,MDA,1994.80179809283
2101,MDG,100680.880308672
2101,MDV,487.923001382108
2101,MEX,140877.046449087
2101,MKD,1240.31472214549
2101,MLI,80836.2871197261
2101,MLT,356.97360801998
2101,MMR,55094.4260017036
2101,MNE,451.028657983054
2101,MNG,5393.90064202139
2101,MOZ,124520.377738207
2101,MRT,17205.5413194261
2101,MUS,821.362145263296
2101,MWI,66922.3241253673
2101,MYS,39998.2266281678
2101,NAM,5383.68888638691
2101,NER,166752.964365811
2101,NGA,737714.297734393
2101,NIC,8087.87256121263
2101,NLD,15737.5539773399
2101,NOR,7977.82700719335
2101,NPL,23398.0895865834
2101,NZL,6012.07786878701
2101,OMN,7255.24351265002
2101,PAK,402833.273351306
2101,PAN,6435.12840349483
2101,PER,39048.8524655453
2101,PHL,145896.289973037
2101,PNG,19835.116344042
2101,POL,22898.4428976624
2101,PRT,6960.84294214811
2101,PRY,8698.73352710828
2101,PSE,12288.0230195931
2101,PYF,260.178890850056
2101,QAT,4165.16962170792
2101,ROU,11815.5473516928
2101,RUS,126069.664355382
2101,RWA,33487.154690354
2101,SAU,42114.5045953914
2101,SDN,143300.638480035
2101,SEN,64021.1702205506
2101,SGP,5730.23975672769
2101,SLB,2428.16108964931
2101,SLE,16675.7858543069
2101,SLV,4705.85991300628
2101,SRB,4172.56086121947
2101,STP,712.897630229261
2101,SUR,610.31145934131
2101,SVK,3815.68345451015
2101,SVN,1674.64603123949
2101,SWE,13056.6825528805
2101,SWZ,2146.66560617998
2101,SYR,36049.3776711833
2101,TCD,62221.0456819498
2101,TGO,27117.7943839169
2101,THA,45701.063246627
2101,TJK,25435.0619097003
2101,TKM,8407.69975398411
2101,TLS,2368.50615221749
2101,TON,137.703670171584
2101,TUN,12934.1237310492
2101,TUR,85760.4040411947
2101,TWN,16201.1930961871
2101,TZA,288680.049039658
2101,UGA,137128.160390608
2101,UKR,24277.2160001092
2101,URY,3169.05212240566
2101,USA,434785.86290973
2101,UZB,42160.4488505698
2101,VCT,73.8974006582202
2101,VNM,97118.2214627152
2101,VUT,974.528684657583
2101,WSM,309.480392424339
2101,YEM,53012.7411495022
2101,ZAF,79110.8118876534
2101,ZMB,82328.2383612958
2101,ZWE,30973.2406475588
2102,ABW,101.930153602716
2102,AFG,74545.6749248504
2102,AGO,192803.650035434
2102,ALB,1042.41926086214
2102,ARE,13030.9884274507
2102,ARG,56632.6871681208
2102,ARM,2009.98756723311
2102,AUS,43267.7827882947
2102,AUT,8685.27640569268
2102,AZE,9114.14658777947
2102,BDI,51747.9749353902
2102,BEL,12512.7909161386
2102,BEN,47973.9267583002
2102,BFA,84389.4680255154
2102,BGD,148969.226683679
2102,BGR,3539.65330177519
2102,BHR,2235.6376281407
2102,BHS,459.416638823495
2102,BIH,1611.63032172191
2102,BLR,7400.68195883838
2102,BLZ,618.599223017145
2102,BOL,17334.5702891488
2102,BRA,178543.885220775
2102,BRB,212.566095273704
2102,BRN,385.488607918348
2102,BTN,674.184808746509
2102,BWA,4167.27058302456
2102,CAF,11651.4492116379
2102,CAN,57435.9784618415
2102,CHE,11109.4933837699
2102,CHL,17196.442122158
2102,CHN,1.05480801707676e6
2102,CIV,98108.6006584098
2102,CMR,91428.1555556486
